respondent_id,xyz_vaccine,seasonal_vaccine
42325,0.26,0.46
42326,0.02,0.1
42327,0.04,0.16
42328,0.09,0.71
42329,0.26,0.92
42330,0.02,0.1
42331,0.07,0.4
42332,0.09,0.17
42333,0.17,0.83
42334,0.8,0.88
42335,0.15,0.57
42336,0.02,0.58
42337,0.35,0.72
42338,0.19,0.76
42339,0.21,0.6
42340,0.22,0.35
42341,0.23,0.61
42342,0.01,0.03
42343,0.14,0.72
42344,0.1,0.85
42345,0.05,0.42
42346,0.19,0.51
42347,0.12,0.75
42348,0.21,0.72
42349,0.1,0.87
42350,0.4,0.79
42351,0.88,0.94
42352,0.07,0.31
42353,0.53,0.68
42354,0.87,0.94
42355,0.21,0.58
42356,0.11,0.58
42357,0.09,0.41
42358,0.08,0.13
42359,0.43,0.66
42360,0.43,0.63
42361,0.16,0.48
42362,0.2,0.4
42363,0.2,0.51
42364,0.02,0.12
42365,0.23,0.87
42366,0.04,0.14
42367,0.31,0.24
42368,0.54,0.56
42369,0.68,0.83
42370,0.15,0.38
42371,0.27,0.77
42372,0.24,0.44
42373,0.11,0.41
42374,0.21,0.83
42375,0.04,0.24
42376,0.06,0.06
42377,0.02,0.16
42378,0.09,0.79
42379,0.22,0.83
42380,0.11,0.1
42381,0.11,0.3
42382,0.26,0.36
42383,0.29,0.61
42384,0.49,0.76
42385,0.43,0.72
42386,0.08,0.74
42387,0.03,0.16
42388,0.44,0.53
42389,0.05,0.31
42390,0.03,0.11
42391,0.16,0.4
42392,0.15,0.3
42393,0.42,0.69
42394,0.15,0.47
42395,0.47,0.72
42396,0.07,0.21
42397,0.07,0.23
42398,0.07,0.65
42399,0.14,0.27
42400,0.08,0.54
42401,0.03,0.16
42402,0.1,0.58
42403,0.38,0.67
42404,0.17,0.86
42405,0.41,0.75
42406,0.04,0.85
42407,0.37,0.56
42408,0.08,0.12
42409,0.4,0.63
42410,0.18,0.67
42411,0.08,0.23
42412,0.79,0.87
42413,0.01,0.12
42414,0.03,0.1
42415,0.09,0.1
42416,0.26,0.44
42417,0.03,0.05
42418,0.11,0.34
42419,0.26,0.57
42420,0.06,0.19
42421,0.11,0.31
42422,0.04,0.11
42423,0.04,0.09
42424,0.1,0.38
42425,0.04,0.11
42426,0.07,0.34
42427,0.13,0.49
42428,0.06,0.31
42429,0.02,0.14
42430,0.27,0.47
42431,0.45,0.71
42432,0.09,0.16
42433,0.11,0.43
42434,0.08,0.45
42435,0.01,0.29
42436,0.01,0.03
42437,0.03,0.11
42438,0.33,0.44
42439,0.55,0.95
42440,0.19,0.48
42441,0.1,0.56
42442,0.06,0.4
42443,0.08,0.16
42444,0.11,0.9
42445,0.02,0.17
42446,0.08,0.58
42447,0.12,0.4
42448,0.09,0.32
42449,0.09,0.13
42450,0.13,0.43
42451,0.13,0.33
42452,0.15,0.9
42453,0.08,0.42
42454,0.03,0.23
42455,0.08,0.15
42456,0.1,0.52
42457,0.07,0.42
42458,0.15,0.32
42459,0.17,0.52
42460,0.32,0.63
42461,0.17,0.25
42462,0.79,0.97
42463,0.28,0.5
42464,0.21,0.55
42465,0.04,0.13
42466,0.29,0.66
42467,0.13,0.9
42468,0.11,0.15
42469,0.08,0.16
42470,0.76,0.85
42471,0.06,0.52
42472,0.01,0.31
42473,0.31,0.74
42474,0.09,0.75
42475,0.29,0.9
42476,0.11,0.85
42477,0.37,0.83
42478,0.01,0.07
42479,0.28,0.39
42480,0.19,0.92
42481,0.13,0.82
42482,0.1,0.23
42483,0.61,0.74
42484,0.02,0.06
42485,0.03,0.06
42486,0.83,0.89
42487,0.37,0.61
42488,0.13,0.19
42489,0.55,0.84
42490,0.02,0.21
42491,0.09,0.73
42492,0.44,0.68
42493,0.17,0.78
42494,0.21,0.73
42495,0.25,0.38
42496,0.39,0.7
42497,0.18,0.26
42498,0.17,0.66
42499,0.08,0.52
42500,0.02,0.18
42501,0.49,0.78
42502,0.04,0.1
42503,0.15,0.18
42504,0.03,0.09
42505,0.08,0.34
42506,0.06,0.27
42507,0.12,0.48
42508,0.07,0.21
42509,0.15,0.36
42510,0.26,0.87
42511,0.42,0.52
42512,0.43,0.76
42513,0.13,0.36
42514,0.26,0.58
42515,0.54,0.72
42516,0.13,0.41
42517,0.09,0.63
42518,0.07,0.13
42519,0.05,0.15
42520,0.34,0.55
42521,0.1,0.34
42522,0.07,0.76
42523,0.75,0.78
42524,0.3,0.7
42525,0.65,0.9
42526,0.22,0.34
42527,0.14,0.62
42528,0.05,0.19
42529,0.55,0.56
42530,0.08,0.53
42531,0.06,0.14
42532,0.03,0.14
42533,0.04,0.13
42534,0.02,0.41
42535,0.63,0.9
42536,0.01,0.05
42537,0.11,0.22
42538,0.07,0.23
42539,0.54,0.65
42540,0.08,0.38
42541,0.14,0.81
42542,0.1,0.15
42543,0.06,0.14
42544,0.04,0.09
42545,0.14,0.14
42546,0.03,0.15
42547,0.11,0.61
42548,0.18,0.5
42549,0.08,0.45
42550,0.74,0.9
42551,0.58,0.79
42552,0.04,0.12
42553,0.89,0.98
42554,0.09,0.43
42555,0.66,0.81
42556,0.24,0.78
42557,0.18,0.55
42558,0.1,0.2
42559,0.22,0.32
42560,0.16,0.81
42561,0.37,0.48
42562,0.19,0.4
42563,0.11,0.32
42564,0.08,0.18
42565,0.12,0.46
42566,0.17,0.73
42567,0.37,0.84
42568,0.3,0.36
42569,0.58,0.84
42570,0.14,0.17
42571,0.16,0.41
42572,0.04,0.43
42573,0.33,0.62
42574,0.23,0.71
42575,0.1,0.68
42576,0.22,0.53
42577,0.0,0.03
42578,0.72,0.91
42579,0.12,0.32
42580,0.1,0.13
42581,0.34,0.64
42582,0.04,0.11
42583,0.68,0.98
42584,0.11,0.71
42585,0.18,0.24
42586,0.52,0.83
42587,0.01,0.01
42588,0.12,0.28
42589,0.15,0.37
42590,0.49,0.75
42591,0.13,0.68
42592,0.17,0.64
42593,0.52,0.67
42594,0.03,0.16
42595,0.26,0.59
42596,0.02,0.08
42597,0.1,0.25
42598,0.3,0.16
42599,0.06,0.25
42600,0.31,0.79
42601,0.27,0.33
42602,0.41,0.86
42603,0.61,0.73
42604,0.08,0.46
42605,0.09,0.33
42606,0.28,0.75
42607,0.14,0.12
42608,0.1,0.23
42609,0.31,0.55
42610,0.08,0.58
42611,0.81,0.91
42612,0.25,0.62
42613,0.03,0.08
42614,0.04,0.23
42615,0.13,0.24
42616,0.14,0.27
42617,0.23,0.43
42618,0.2,0.73
42619,0.17,0.39
42620,0.04,0.14
42621,0.06,0.19
42622,0.11,0.2
42623,0.03,0.2
42624,0.06,0.44
42625,0.12,0.15
42626,0.54,0.66
42627,0.11,0.33
42628,0.25,0.58
42629,0.39,0.37
42630,0.13,0.32
42631,0.2,0.83
42632,0.1,0.18
42633,0.07,0.13
42634,0.1,0.31
42635,0.13,0.69
42636,0.66,0.67
42637,0.08,0.42
42638,0.29,0.44
42639,0.14,0.71
42640,0.04,0.53
42641,0.24,0.33
42642,0.06,0.16
42643,0.17,0.39
42644,0.09,0.41
42645,0.16,0.62
42646,0.27,0.78
42647,0.48,0.76
42648,0.15,0.18
42649,0.04,0.14
42650,0.1,0.62
42651,0.3,0.19
42652,0.28,0.46
42653,0.35,0.18
42654,0.65,0.89
42655,0.03,0.16
42656,0.19,0.33
42657,0.1,0.14
42658,0.01,0.38
42659,0.11,0.64
42660,0.41,0.87
42661,0.27,0.38
42662,0.07,0.35
42663,0.29,0.64
42664,0.49,0.53
42665,0.12,0.78
42666,0.2,0.65
42667,0.87,0.99
42668,0.06,0.22
42669,0.04,0.17
42670,0.02,0.15
42671,0.07,0.39
42672,0.46,0.6
42673,0.36,0.65
42674,0.34,0.79
42675,0.1,0.29
42676,0.07,0.37
42677,0.07,0.43
42678,0.17,0.43
42679,0.08,0.18
42680,0.25,0.38
42681,0.06,0.16
42682,0.1,0.2
42683,0.16,0.68
42684,0.53,0.82
42685,0.08,0.72
42686,0.64,0.92
42687,0.66,0.81
42688,0.3,0.62
42689,0.89,0.94
42690,0.01,0.04
42691,0.09,0.08
42692,0.1,0.26
42693,0.26,0.52
42694,0.14,0.22
42695,0.08,0.25
42696,0.19,0.55
42697,0.07,0.11
42698,0.8,0.95
42699,0.26,0.57
42700,0.01,0.6
42701,0.1,0.79
42702,0.02,0.17
42703,0.12,0.24
42704,0.21,0.84
42705,0.02,0.14
42706,0.13,0.51
42707,0.01,0.09
42708,0.13,0.96
42709,0.14,0.51
42710,0.09,0.31
42711,0.2,0.51
42712,0.21,0.28
42713,0.29,0.86
42714,0.22,0.62
42715,0.01,0.12
42716,0.16,0.48
42717,0.15,0.35
42718,0.33,0.83
42719,0.13,0.37
42720,0.67,0.92
42721,0.03,0.07
42722,0.45,0.64
42723,0.22,0.53
42724,0.06,0.11
42725,0.11,0.61
42726,0.22,0.61
42727,0.09,0.51
42728,0.04,0.21
42729,0.27,0.81
42730,0.28,0.87
42731,0.15,0.49
42732,0.25,0.54
42733,0.08,0.27
42734,0.12,0.39
42735,0.19,0.53
42736,0.48,0.4
42737,0.1,0.13
42738,0.07,0.91
42739,0.48,0.55
42740,0.19,0.22
42741,0.18,0.71
42742,0.1,0.17
42743,0.0,0.23
42744,0.01,0.08
42745,0.19,0.72
42746,0.03,0.17
42747,0.08,0.66
42748,0.04,0.45
42749,0.51,0.82
42750,0.09,0.2
42751,0.07,0.29
42752,0.2,0.6
42753,0.55,0.69
42754,0.04,0.15
42755,0.1,0.24
42756,0.47,0.87
42757,0.34,0.54
42758,0.12,0.4
42759,0.1,0.19
42760,0.19,0.29
42761,0.45,0.58
42762,0.06,0.41
42763,0.36,0.77
42764,0.17,0.43
42765,0.05,0.05
42766,0.1,0.24
42767,0.08,0.53
42768,0.16,0.38
42769,0.07,0.11
42770,0.07,0.2
42771,0.18,0.38
42772,0.56,0.58
42773,0.13,0.4
42774,0.08,0.26
42775,0.23,0.3
42776,0.01,0.17
42777,0.45,0.7
42778,0.17,0.3
42779,0.18,0.3
42780,0.08,0.16
42781,0.21,0.85
42782,0.14,0.87
42783,0.83,0.93
42784,0.08,0.65
42785,0.11,0.71
42786,0.02,0.28
42787,0.36,0.84
42788,0.14,0.59
42789,0.06,0.53
42790,0.06,0.11
42791,0.02,0.04
42792,0.06,0.26
42793,0.56,0.79
42794,0.09,0.2
42795,0.03,0.12
42796,0.82,0.92
42797,0.36,0.36
42798,0.12,0.43
42799,0.1,0.66
42800,0.09,0.95
42801,0.13,0.25
42802,0.12,0.13
42803,0.5,0.8
42804,0.15,0.69
42805,0.33,0.86
42806,0.4,0.65
42807,0.04,0.11
42808,0.15,0.15
42809,0.09,0.17
42810,0.02,0.3
42811,0.1,0.48
42812,0.48,0.65
42813,0.13,0.89
42814,0.07,0.12
42815,0.05,0.21
42816,0.04,0.05
42817,0.26,0.23
42818,0.08,0.21
42819,0.02,0.23
42820,0.11,0.55
42821,0.33,0.85
42822,0.21,0.43
42823,0.06,0.3
42824,0.72,0.72
42825,0.12,0.83
42826,0.4,0.48
42827,0.12,0.31
42828,0.12,0.27
42829,0.02,0.08
42830,0.4,0.48
42831,0.24,0.81
42832,0.6,0.95
42833,0.85,0.94
42834,0.05,0.9
42835,0.34,0.73
42836,0.03,0.12
42837,0.19,0.86
42838,0.34,0.49
42839,0.72,0.82
42840,0.1,0.57
42841,0.09,0.8
42842,0.34,0.48
42843,0.11,0.23
42844,0.04,0.65
42845,0.59,0.84
42846,0.1,0.78
42847,0.12,0.29
42848,0.22,0.91
42849,0.01,0.06
42850,0.13,0.8
42851,0.07,0.13
42852,0.18,0.54
42853,0.05,0.66
42854,0.34,0.5
42855,0.07,0.95
42856,0.02,0.13
42857,0.35,0.76
42858,0.38,0.68
42859,0.03,0.2
42860,0.24,0.74
42861,0.08,0.58
42862,0.09,0.2
42863,0.19,0.78
42864,0.04,0.42
42865,0.06,0.34
42866,0.05,0.28
42867,0.18,0.34
42868,0.25,0.41
42869,0.07,0.87
42870,0.04,0.44
42871,0.92,0.93
42872,0.22,0.88
42873,0.12,0.55
42874,0.19,0.24
42875,0.05,0.63
42876,0.19,0.21
42877,0.23,0.62
42878,0.27,0.57
42879,0.12,0.63
42880,0.85,0.96
42881,0.11,0.35
42882,0.2,0.61
42883,0.15,0.25
42884,0.43,0.49
42885,0.16,0.41
42886,0.61,0.79
42887,0.07,0.33
42888,0.06,0.26
42889,0.08,0.25
42890,0.38,0.63
42891,0.46,0.66
42892,0.06,0.25
42893,0.04,0.7
42894,0.09,0.19
42895,0.02,0.16
42896,0.05,0.22
42897,0.36,0.61
42898,0.16,0.47
42899,0.05,0.23
42900,0.14,0.83
42901,0.37,0.72
42902,0.59,0.79
42903,0.17,0.52
42904,0.06,0.14
42905,0.19,0.78
42906,0.08,0.38
42907,0.05,0.12
42908,0.26,0.71
42909,0.1,0.45
42910,0.26,0.87
42911,0.82,0.86
42912,0.11,0.26
42913,0.33,0.53
42914,0.1,0.95
42915,0.74,0.87
42916,0.03,0.08
42917,0.09,0.13
42918,0.04,0.15
42919,0.04,0.44
42920,0.22,0.49
42921,0.01,0.16
42922,0.2,0.78
42923,0.08,0.63
42924,0.14,0.23
42925,0.08,0.48
42926,0.31,0.65
42927,0.01,0.04
42928,0.23,0.32
42929,0.18,0.55
42930,0.33,0.71
42931,0.63,0.58
42932,0.11,0.88
42933,0.05,0.42
42934,0.13,0.17
42935,0.11,0.65
42936,0.2,0.89
42937,0.14,0.56
42938,0.64,0.86
42939,0.12,0.45
42940,0.3,0.73
42941,0.23,0.46
42942,0.64,0.77
42943,0.19,0.5
42944,0.11,0.43
42945,0.11,0.59
42946,0.15,0.66
42947,0.06,0.46
42948,0.19,0.32
42949,0.08,0.28
42950,0.47,0.66
42951,0.37,0.83
42952,0.11,0.41
42953,0.39,0.67
42954,0.0,0.05
42955,0.25,0.45
42956,0.23,0.48
42957,0.07,0.16
42958,0.26,0.31
42959,0.41,0.52
42960,0.06,0.59
42961,0.04,0.08
42962,0.14,0.31
42963,0.08,0.23
42964,0.08,0.65
42965,0.65,0.8
42966,0.66,0.94
42967,0.33,0.49
42968,0.46,0.77
42969,0.02,0.08
42970,0.29,0.21
42971,0.64,0.79
42972,0.02,0.13
42973,0.34,0.66
42974,0.06,0.08
42975,0.51,0.92
42976,0.14,0.4
42977,0.16,0.72
42978,0.17,0.38
42979,0.14,0.75
42980,0.05,0.48
42981,0.15,0.65
42982,0.03,0.1
42983,0.11,0.44
42984,0.07,0.35
42985,0.14,0.38
42986,0.07,0.33
42987,0.11,0.49
42988,0.0,0.21
42989,0.03,0.06
42990,0.12,0.6
42991,0.19,0.26
42992,0.49,0.84
42993,0.07,0.31
42994,0.2,0.76
42995,0.65,0.73
42996,0.45,0.3
42997,0.02,0.05
42998,0.2,0.27
42999,0.51,0.6
43000,0.41,0.81
43001,0.19,0.35
43002,0.14,0.29
43003,0.15,0.66
43004,0.03,0.3
43005,0.09,0.19
43006,0.41,0.73
43007,0.6,0.9
43008,0.18,0.31
43009,0.08,0.14
43010,0.14,0.73
43011,0.37,0.46
43012,0.19,0.75
43013,0.12,0.31
43014,0.21,0.83
43015,0.33,0.86
43016,0.15,0.55
43017,0.01,0.08
43018,0.1,0.09
43019,0.03,0.08
43020,0.19,0.26
43021,0.02,0.24
43022,0.63,0.82
43023,0.06,0.6
43024,0.04,0.16
43025,0.02,0.17
43026,0.02,0.14
43027,0.06,0.09
43028,0.11,0.4
43029,0.71,0.81
43030,0.0,0.06
43031,0.1,0.63
43032,0.08,0.83
43033,0.02,0.22
43034,0.43,0.45
43035,0.02,0.06
43036,0.49,0.8
43037,0.21,0.32
43038,0.87,0.93
43039,0.21,0.5
43040,0.42,0.76
43041,0.3,0.51
43042,0.12,0.46
43043,0.02,0.08
43044,0.02,0.13
43045,0.14,0.39
43046,0.05,0.13
43047,0.23,0.42
43048,0.17,0.27
43049,0.03,0.07
43050,0.68,0.89
43051,0.0,0.03
43052,0.08,0.15
43053,0.29,0.9
43054,0.19,0.8
43055,0.27,0.41
43056,0.29,0.51
43057,0.15,0.76
43058,0.07,0.29
43059,0.12,0.26
43060,0.11,0.67
43061,0.73,0.74
43062,0.34,0.4
43063,0.1,0.69
43064,0.22,0.39
43065,0.86,0.94
43066,0.05,0.23
43067,0.14,0.28
43068,0.29,0.53
43069,0.03,0.07
43070,0.59,0.85
43071,0.06,0.73
43072,0.87,0.93
43073,0.01,0.1
43074,0.3,0.28
43075,0.87,0.87
43076,0.33,0.74
43077,0.08,0.13
43078,0.25,0.5
43079,0.18,0.23
43080,0.14,0.19
43081,0.1,0.38
43082,0.08,0.16
43083,0.02,0.07
43084,0.04,0.59
43085,0.15,0.38
43086,0.03,0.19
43087,0.08,0.8
43088,0.6,0.94
43089,0.34,0.65
43090,0.06,0.74
43091,0.23,0.22
43092,0.13,0.2
43093,0.18,0.85
43094,0.31,0.72
43095,0.22,0.29
43096,0.1,0.11
43097,0.67,0.9
43098,0.19,0.71
43099,0.07,0.17
43100,0.02,0.14
43101,0.64,0.91
43102,0.11,0.28
43103,0.05,0.1
43104,0.17,0.65
43105,0.1,0.34
43106,0.03,0.09
43107,0.11,0.79
43108,0.25,0.22
43109,0.01,0.2
43110,0.05,0.48
43111,0.11,0.5
43112,0.03,0.19
43113,0.12,0.7
43114,0.35,0.67
43115,0.18,0.46
43116,0.83,0.86
43117,0.13,0.45
43118,0.04,0.15
43119,0.64,0.94
43120,0.25,0.83
43121,0.09,0.92
43122,0.6,0.6
43123,0.03,0.29
43124,0.09,0.26
43125,0.06,0.21
43126,0.1,0.78
43127,0.09,0.14
43128,0.2,0.69
43129,0.04,0.21
43130,0.06,0.89
43131,0.19,0.51
43132,0.07,0.46
43133,0.37,0.57
43134,0.13,0.35
43135,0.22,0.72
43136,0.16,0.74
43137,0.1,0.68
43138,0.36,0.47
43139,0.14,0.92
43140,0.11,0.6
43141,0.86,0.97
43142,0.69,0.91
43143,0.08,0.16
43144,0.13,0.63
43145,0.64,0.95
43146,0.23,0.62
43147,0.07,0.37
43148,0.56,0.83
43149,0.17,0.59
43150,0.1,0.79
43151,0.19,0.37
43152,0.05,0.11
43153,0.66,0.95
43154,0.19,0.41
43155,0.02,0.07
43156,0.37,0.85
43157,0.08,0.35
43158,0.0,0.04
43159,0.07,0.28
43160,0.18,0.81
43161,0.93,0.97
43162,0.17,0.84
43163,0.09,0.51
43164,0.24,0.58
43165,0.33,0.8
43166,0.6,0.7
43167,0.14,0.78
43168,0.24,0.56
43169,0.08,0.15
43170,0.05,0.78
43171,0.16,0.48
43172,0.07,0.23
43173,0.04,0.11
43174,0.14,0.65
43175,0.13,0.55
43176,0.05,0.17
43177,0.15,0.76
43178,0.16,0.17
43179,0.21,0.49
43180,0.17,0.33
43181,0.1,0.65
43182,0.09,0.33
43183,0.47,0.7
43184,0.05,0.12
43185,0.04,0.33
43186,0.09,0.55
43187,0.4,0.74
43188,0.15,0.31
43189,0.25,0.55
43190,0.74,0.97
43191,0.07,0.08
43192,0.41,0.68
43193,0.1,0.08
43194,0.04,0.25
43195,0.08,0.87
43196,0.13,0.08
43197,0.51,0.84
43198,0.4,0.74
43199,0.21,0.15
43200,0.05,0.15
43201,0.26,0.85
43202,0.06,0.68
43203,0.05,0.17
43204,0.02,0.04
43205,0.62,0.81
43206,0.53,0.76
43207,0.13,0.16
43208,0.03,0.13
43209,0.79,0.95
43210,0.34,0.59
43211,0.08,0.78
43212,0.11,0.76
43213,0.14,0.45
43214,0.05,0.14
43215,0.07,0.85
43216,0.27,0.35
43217,0.14,0.8
43218,0.4,0.31
43219,0.1,0.43
43220,0.06,0.25
43221,0.2,0.47
43222,0.32,0.82
43223,0.26,0.82
43224,0.19,0.31
43225,0.65,0.77
43226,0.67,0.86
43227,0.16,0.25
43228,0.15,0.68
43229,0.42,0.41
43230,0.67,0.75
43231,0.13,0.26
43232,0.01,0.13
43233,0.09,0.28
43234,0.08,0.29
43235,0.79,0.91
43236,0.26,0.78
43237,0.12,0.26
43238,0.31,0.81
43239,0.5,0.81
43240,0.07,0.24
43241,0.33,0.36
43242,0.33,0.56
43243,0.13,0.73
43244,0.03,0.2
43245,0.13,0.04
43246,0.09,0.52
43247,0.1,0.71
43248,0.07,0.29
43249,0.04,0.23
43250,0.04,0.25
43251,0.35,0.28
43252,0.08,0.95
43253,0.45,0.7
43254,0.27,0.66
43255,0.14,0.58
43256,0.05,0.16
43257,0.17,0.5
43258,0.1,0.45
43259,0.14,0.47
43260,0.79,0.74
43261,0.15,0.26
43262,0.05,0.37
43263,0.19,0.47
43264,0.34,0.5
43265,0.35,0.41
43266,0.06,0.07
43267,0.12,0.88
43268,0.36,0.64
43269,0.06,0.8
43270,0.54,0.78
43271,0.62,0.86
43272,0.33,0.72
43273,0.11,0.09
43274,0.52,0.71
43275,0.09,0.52
43276,0.52,0.72
43277,0.1,0.25
43278,0.26,0.55
43279,0.15,0.47
43280,0.15,0.38
43281,0.36,0.65
43282,0.45,0.59
43283,0.03,0.06
43284,0.14,0.23
43285,0.03,0.37
43286,0.67,0.82
43287,0.48,0.87
43288,0.07,0.46
43289,0.01,0.17
43290,0.24,0.95
43291,0.57,0.68
43292,0.32,0.44
43293,0.06,0.59
43294,0.06,0.76
43295,0.04,0.07
43296,0.08,0.57
43297,0.14,0.33
43298,0.39,0.86
43299,0.02,0.2
43300,0.14,0.86
43301,0.08,0.19
43302,0.11,0.27
43303,0.05,0.15
43304,0.07,0.34
43305,0.24,0.76
43306,0.19,0.35
43307,0.1,0.48
43308,0.72,0.97
43309,0.09,0.45
43310,0.28,0.52
43311,0.09,0.13
43312,0.04,0.1
43313,0.08,0.21
43314,0.0,0.15
43315,0.07,0.2
43316,0.65,0.85
43317,0.05,0.23
43318,0.11,0.2
43319,0.07,0.36
43320,0.47,0.82
43321,0.06,0.22
43322,0.0,0.02
43323,0.31,0.44
43324,0.04,0.16
43325,0.03,0.11
43326,0.12,0.44
43327,0.02,0.24
43328,0.38,0.9
43329,0.61,0.74
43330,0.05,0.25
43331,0.45,0.7
43332,0.13,0.28
43333,0.06,0.25
43334,0.05,0.66
43335,0.19,0.39
43336,0.24,0.39
43337,0.17,0.23
43338,0.09,0.72
43339,0.12,0.14
43340,0.09,0.14
43341,0.16,0.37
43342,0.08,0.15
43343,0.1,0.1
43344,0.15,0.22
43345,0.06,0.11
43346,0.09,0.15
43347,0.16,0.38
43348,0.13,0.52
43349,0.87,0.9
43350,0.8,0.82
43351,0.23,0.23
43352,0.12,0.63
43353,0.05,0.68
43354,0.06,0.11
43355,0.05,0.71
43356,0.14,0.22
43357,0.04,0.16
43358,0.05,0.36
43359,0.46,0.4
43360,0.23,0.77
43361,0.26,0.42
43362,0.12,0.32
43363,0.16,0.28
43364,0.27,0.22
43365,0.27,0.69
43366,0.08,0.52
43367,0.4,0.76
43368,0.24,0.57
43369,0.21,0.5
43370,0.79,0.89
43371,0.09,0.24
43372,0.23,0.63
43373,0.13,0.73
43374,0.12,0.47
43375,0.12,0.21
43376,0.16,0.32
43377,0.03,0.07
43378,0.05,0.42
43379,0.17,0.27
43380,0.02,0.1
43381,0.01,0.23
43382,0.32,0.52
43383,0.07,0.7
43384,0.2,0.59
43385,0.06,0.66
43386,0.06,0.07
43387,0.08,0.3
43388,0.81,0.88
43389,0.16,0.47
43390,0.4,0.89
43391,0.2,0.58
43392,0.01,0.05
43393,0.15,0.72
43394,0.26,0.74
43395,0.25,0.27
43396,0.03,0.06
43397,0.16,0.85
43398,0.25,0.66
43399,0.14,0.39
43400,0.17,0.42
43401,0.14,0.62
43402,0.03,0.13
43403,0.04,0.28
43404,0.3,0.21
43405,0.14,0.51
43406,0.8,0.83
43407,0.8,0.9
43408,0.95,0.98
43409,0.42,0.62
43410,0.11,0.23
43411,0.03,0.49
43412,0.06,0.8
43413,0.14,0.61
43414,0.05,0.16
43415,0.41,0.73
43416,0.3,0.34
43417,0.1,0.28
43418,0.17,0.49
43419,0.1,0.93
43420,0.03,0.08
43421,0.08,0.25
43422,0.03,0.1
43423,0.14,0.66
43424,0.31,0.72
43425,0.06,0.77
43426,0.6,0.87
43427,0.09,0.68
43428,0.92,0.98
43429,0.45,0.71
43430,0.11,0.24
43431,0.04,0.13
43432,0.36,0.67
43433,0.07,0.3
43434,0.07,0.36
43435,0.0,0.09
43436,0.58,0.56
43437,0.15,0.71
43438,0.3,0.61
43439,0.31,0.22
43440,0.2,0.33
43441,0.01,0.08
43442,0.04,0.15
43443,0.06,0.47
43444,0.02,0.08
43445,0.69,0.79
43446,0.07,0.14
43447,0.03,0.13
43448,0.06,0.15
43449,0.08,0.12
43450,0.18,0.69
43451,0.14,0.48
43452,0.08,0.14
43453,0.57,0.82
43454,0.05,0.21
43455,0.23,0.65
43456,0.35,0.84
43457,0.1,0.54
43458,0.52,0.68
43459,0.32,0.65
43460,0.54,0.77
43461,0.18,0.27
43462,0.2,0.32
43463,0.29,0.48
43464,0.08,0.17
43465,0.14,0.16
43466,0.12,0.42
43467,0.5,0.77
43468,0.25,0.33
43469,0.19,0.4
43470,0.18,0.49
43471,0.27,0.62
43472,0.31,0.64
43473,0.04,0.27
43474,0.0,0.09
43475,0.08,0.27
43476,0.17,0.25
43477,0.08,0.58
43478,0.34,0.56
43479,0.14,0.73
43480,0.03,0.16
43481,0.06,0.55
43482,0.28,0.49
43483,0.12,0.66
43484,0.05,0.64
43485,0.06,0.45
43486,0.5,0.8
43487,0.11,0.24
43488,0.4,0.87
43489,0.14,0.41
43490,0.17,0.27
43491,0.24,0.76
43492,0.13,0.22
43493,0.08,0.35
43494,0.12,0.19
43495,0.09,0.23
43496,0.1,0.35
43497,0.41,0.68
43498,0.41,0.67
43499,0.71,0.94
43500,0.04,0.57
43501,0.11,0.18
43502,0.25,0.56
43503,0.06,0.45
43504,0.18,0.33
43505,0.03,0.19
43506,0.48,0.92
43507,0.09,0.09
43508,0.03,0.06
43509,0.2,0.45
43510,0.6,0.79
43511,0.06,0.13
43512,0.55,0.79
43513,0.13,0.25
43514,0.28,0.23
43515,0.07,0.11
43516,0.51,0.65
43517,0.11,0.7
43518,0.0,0.06
43519,0.04,0.09
43520,0.19,0.39
43521,0.12,0.55
43522,0.02,0.48
43523,0.21,0.69
43524,0.17,0.83
43525,0.16,0.28
43526,0.12,0.27
43527,0.0,0.76
43528,0.08,0.56
43529,0.21,0.76
43530,0.33,0.85
43531,0.11,0.22
43532,0.0,0.06
43533,0.12,0.33
43534,0.21,0.34
43535,0.91,0.97
43536,0.08,0.21
43537,0.41,0.75
43538,0.24,0.33
43539,0.55,0.66
43540,0.07,0.14
43541,0.68,0.68
43542,0.51,0.53
43543,0.12,0.6
43544,0.56,0.59
43545,0.4,0.78
43546,0.11,0.74
43547,0.03,0.82
43548,0.33,0.49
43549,0.1,0.26
43550,0.07,0.28
43551,0.29,0.63
43552,0.51,0.73
43553,0.05,0.24
43554,0.1,0.71
43555,0.05,0.14
43556,0.61,0.77
43557,0.71,0.8
43558,0.1,0.1
43559,0.13,0.67
43560,0.43,0.78
43561,0.63,0.87
43562,0.08,0.56
43563,0.1,0.21
43564,0.09,0.26
43565,0.55,0.68
43566,0.31,0.6
43567,0.01,0.1
43568,0.16,0.41
43569,0.7,0.79
43570,0.1,0.84
43571,0.02,0.05
43572,0.02,0.05
43573,0.08,0.17
43574,0.73,0.94
43575,0.2,0.71
43576,0.18,0.49
43577,0.08,0.28
43578,0.11,0.21
43579,0.04,0.6
43580,0.16,0.26
43581,0.48,0.74
43582,0.4,0.81
43583,0.04,0.05
43584,0.18,0.85
43585,0.09,0.32
43586,0.0,0.03
43587,0.12,0.54
43588,0.48,0.81
43589,0.2,0.34
43590,0.22,0.75
43591,0.04,0.12
43592,0.02,0.72
43593,0.25,0.23
43594,0.01,0.09
